コード	都道府県	市区町村	緯度	経度
111023	埼玉県	さいたま市	北区	35.931522	139.620346
111031	埼玉県	さいたま市	大宮区	35.906487	139.628754
111040	埼玉県	さいたま市	見沼区	35.935206	139.654526
111058	埼玉県	さいたま市	中央区	35.884096	139.626102
111066	埼玉県	さいたま市	桜区	35.856140	139.610352
111074	埼玉県	さいたま市	浦和区	35.861651	139.645435
111082	埼玉県	さいたま市	南区	35.845253	139.645352
111091	埼玉県	さいたま市	緑区	35.871087	139.683970
111104	埼玉県	さいたま市	岩槻区	35.949861	139.694191
112011	埼玉県	川越市		35.925101	139.485793
112020	埼玉県	熊谷市		36.147310	139.388645
112038	埼玉県	川口市		35.807738	139.724171
112062	埼玉県	行田市		36.138949	139.455643
112071	埼玉県	秩父市		35.992055	139.084817
112089	埼玉県	所沢市		35.799672	139.468610
112097	埼玉県	飯能市		35.855731	139.327734
112101	埼玉県	加須市		36.131438	139.601719
112119	埼玉県	本庄市		36.243568	139.190393
112127	埼玉県	東松山市		36.042126	139.399959
112143	埼玉県	春日部市		35.975198	139.752301
112151	埼玉県	狭山市		35.852942	139.412213
112160	埼玉県	羽生市		36.172626	139.548465
112178	埼玉県	鴻巣市		36.065758	139.522169
112186	埼玉県	深谷市		36.197444	139.281464
112194	埼玉県	上尾市		35.977381	139.593206
112216	埼玉県	草加市		35.825355	139.805402
112224	埼玉県	越谷市		35.891084	139.790938
112232	埼玉県	蕨市		35.825634	139.679708
112241	埼玉県	戸田市		35.817616	139.677892
112259	埼玉県	入間市		35.835766	139.391058
112275	埼玉県	朝霞市		35.797252	139.593916
112283	埼玉県	志木市		35.836750	139.580319
112291	埼玉県	和光市		35.781208	139.605793
112305	埼玉県	新座市		35.793511	139.565369
112313	埼玉県	桶川市		36.005779	139.542531
112321	埼玉県	久喜市		36.061995	139.666838
112330	埼玉県	北本市		36.026768	139.530211
112348	埼玉県	八潮市		35.822536	139.839175
112356	埼玉県	富士見市		35.856759	139.549074
112372	埼玉県	三郷市		35.830149	139.872275
112381	埼玉県	蓮田市		35.994307	139.662106
112399	埼玉県	坂戸市		35.957170	139.402905
112402	埼玉県	幸手市		36.078072	139.725861
112411	埼玉県	鶴ヶ島市		35.934515	139.393098
112429	埼玉県	日高市		35.907796	139.339026
112437	埼玉県	吉川市		35.891152	139.841375
112453	埼玉県	ふじみ野市		35.879538	139.519764
112461	埼玉県	白岡市		36.019026	139.676925
113018	埼玉県	北足立郡	伊奈町	36.000112	139.624185
113247	埼玉県	入間郡	三芳町	35.828367	139.526432
113263	埼玉県	入間郡	毛呂山町	35.941501	139.316067
113271	埼玉県	入間郡	越生町	35.964478	139.294199
113417	埼玉県	比企郡	滑川町	36.065987	139.360917
113425	埼玉県	比企郡	嵐山町	36.056655	139.320542
113433	埼玉県	比企郡	小川町	36.056697	139.261845
113468	埼玉県	比企郡	川島町	35.982014	139.481518
113476	埼玉県	比企郡	吉見町	36.039853	139.453728
113484	埼玉県	比企郡	鳩山町	35.981466	139.334101
113492	埼玉県	比企郡	ときがわ町	36.008620	139.296844
113611	埼玉県	秩父郡	横瀬町	35.987284	139.100046
113620	埼玉県	秩父郡	皆野町	36.070840	139.098754
113638	埼玉県	秩父郡	長瀞町	36.114803	139.109717
113654	埼玉県	秩父郡	小鹿野町	36.017129	139.008574
113697	埼玉県	秩父郡	東秩父村	36.058153	139.194607
113816	埼玉県	児玉郡	美里町	36.177104	139.181410
113832	埼玉県	児玉郡	神川町	36.213876	139.101776
113859	埼玉県	児玉郡	上里町	36.251607	139.144826
114081	埼玉県	大里郡	寄居町	36.118348	139.193012
114421	埼玉県	南埼玉郡	宮代町	36.022682	139.722885
114642	埼玉県	北葛飾郡	杉戸町	36.025765	139.736709
114651	埼玉県	北葛飾郡	松伏町	35.925774	139.815178
121011	千葉県	千葉市	中央区	35.608932	140.124636
121029	千葉県	千葉市	花見川区	35.662977	140.069167
121037	千葉県	千葉市	稲毛区	35.636212	140.107083
121045	千葉県	千葉市	若葉区	35.633988	140.155661
121053	千葉県	千葉市	緑区	35.560459	140.176164
121061	千葉県	千葉市	美浜区	35.640485	140.063040
122025	千葉県	銚子市		35.734681	140.826641
122033	千葉県	市川市		35.721912	139.931010
122041	千葉県	船橋市		35.694706	139.982618
122050	千葉県	館山市		34.996506	139.869965
122068	千葉県	木更津市		35.381227	139.924860
122076	千葉県	松戸市		35.787649	139.903093
122084	千葉県	野田市		35.955192	139.874764
122106	千葉県	茂原市		35.428544	140.288027
122114	千葉県	成田市		35.776608	140.318781
122122	千葉県	佐倉市		35.723486	140.223964
122131	千葉県	東金市		35.559944	140.366092
122157	千葉県	旭市		35.720434	140.646469
122165	千葉県	習志野市		35.683035	140.024365
122173	千葉県	柏市		35.867612	139.975850
122181	千葉県	勝浦市		35.152283	140.320932
122190	千葉県	市原市		35.497838	140.115665
122203	千葉県	流山市		35.856310	139.902660
122211	千葉県	八千代市		35.722468	140.099772
122220	千葉県	我孫子市		35.864123	140.028225
122238	千葉県	鴨川市		35.113987	140.098711
122246	千葉県	鎌ケ谷市		35.776750	140.000790
122254	千葉県	君津市		35.330450	139.902677
122262	千葉県	富津市		35.304120	139.857105
122271	千葉県	浦安市		35.653984	139.902203
122289	千葉県	四街道市		35.669816	140.167925
122297	千葉県	袖ケ浦市		35.429808	139.954430
122301	千葉県	八街市		35.665917	140.317952
122319	千葉県	印西市		35.832348	140.145815
122327	千葉県	白井市		35.791500	140.056372
122335	千葉県	富里市		35.726808	140.343058
122343	千葉県	南房総市		35.042991	139.840128
122351	千葉県	匝瑳市		35.707917	140.564281
122360	千葉県	香取市		35.897735	140.499268
122378	千葉県	山武市		35.602964	140.413506
122386	千葉県	いすみ市		35.253889	140.385051
122394	千葉県	大網白里市		35.521708	140.320960
123226	千葉県	印旛郡	酒々井町	35.724824	140.269547
123293	千葉県	印旛郡	栄町	35.840784	140.243831
123421	千葉県	香取郡	神崎町	35.901602	140.405285
123471	千葉県	香取郡	多古町	35.735434	140.467728
123498	千葉県	香取郡	東庄町	35.837150	140.668581
124036	千葉県	山武郡	九十九里町	35.535062	140.440250
124095	千葉県	山武郡	芝山町	35.693056	140.414194
124109	千葉県	山武郡	横芝光町	35.665568	140.504309
124214	千葉県	長生郡	一宮町	35.372623	140.368659
124222	千葉県	長生郡	睦沢町	35.361088	140.319273
124231	千葉県	長生郡	長生村	35.412184	140.354060
124249	千葉県	長生郡	白子町	35.454340	140.374234
124265	千葉県	長生郡	長柄町	35.431125	140.227059
124273	千葉県	長生郡	長南町	35.386421	140.237065
124419	千葉県	夷隅郡	大多喜町	35.285191	140.245439
124435	千葉県	夷隅郡	御宿町	35.191506	140.348796
124630	千葉県	安房郡	鋸南町	35.111159	139.835509
131016	東京都	千代田区		35.694003	139.753595
131024	東京都	中央区		35.670651	139.771861
131032	東京都	港区		35.658068	139.751599
131041	東京都	新宿区		35.693840	139.703549
131059	東京都	文京区		35.708068	139.752167
131067	東京都	台東区		35.712607	139.779996
131075	東京都	墨田区		35.710722	139.801497
131083	東京都	江東区		35.672854	139.817410
131091	東京都	品川区		35.609226	139.730186
131105	東京都	目黒区		35.641463	139.698171
131113	東京都	大田区		35.561257	139.716051
131121	東京都	世田谷区		35.646572	139.653247
131130	東京都	渋谷区		35.661777	139.704051
131148	東京都	中野区		35.707399	139.663835
131156	東京都	杉並区		35.699566	139.636438
131164	東京都	豊島区		35.726118	139.716605
131172	東京都	北区		35.752804	139.733481
131181	東京都	荒川区		35.736080	139.783369
131199	東京都	板橋区		35.751165	139.709244
131202	東京都	練馬区		35.735623	139.651658
131211	東京都	足立区		35.775664	139.804479
131229	東京都	葛飾区		35.743575	139.847180
131237	東京都	江戸川区		35.706657	139.868427
132012	東京都	八王子市		35.666339	139.315806
132021	東京都	立川市		35.714014	139.407843
132039	東京都	武蔵野市		35.717784	139.566260
132047	東京都	三鷹市		35.683513	139.559584
132055	東京都	青梅市		35.787996	139.275830
132063	東京都	府中市		35.668974	139.477661
132071	東京都	昭島市		35.705755	139.353548
132080	東京都	調布市		35.650615	139.540694
132098	東京都	町田市		35.546631	139.438619
132101	東京都	小金井市		35.699473	139.502992
132110	東京都	小平市		35.728577	139.477456
132128	東京都	日野市		35.671337	139.394926
132136	東京都	東村山市		35.754597	139.468489
132144	東京都	国分寺市		35.710335	139.463191
132152	東京都	国立市		35.683885	139.441380
132187	東京都	福生市		35.738451	139.326932
132195	東京都	狛江市		35.634912	139.578733
132209	東京都	東大和市		35.745369	139.426593
132217	東京都	清瀬市		35.785753	139.526430
132225	東京都	東久留米市		35.758048	139.529739
132233	東京都	武蔵村山市		35.754861	139.387399
132241	東京都	多摩市		35.637004	139.446307
132250	東京都	稲城市		35.637924	139.504567
132276	東京都	羽村市		35.767222	139.310944
132284	東京都	あきる野市		35.728920	139.294119
132292	東京都	西東京市		35.725496	139.538156
133035	東京都	西多摩郡	瑞穂町	35.772036	139.353846
133051	東京都	西多摩郡	日の出町	35.742142	139.257444
133078	東京都	西多摩郡	檜原村	35.726839	139.148866
133086	東京都	西多摩郡	奥多摩町	35.809543	139.096197
133612	東京都	大島町		34.750040	139.355579
133621	東京都	利島村		34.529364	139.282585
133639	東京都	新島村		34.377134	139.256571
133647	東京都	神津島村		34.205267	139.134255
133817	東京都	三宅村		34.075774	139.479744
133825	東京都	御蔵島村		33.897366	139.596116
134015	東京都	八丈町		33.112740	139.789065
134023	東京都	青ヶ島村		32.466459	139.763312
134210	東京都	小笠原村		27.094366	142.191918
141011	神奈川県	横浜市	鶴見区	35.508404	139.682540
141020	神奈川県	横浜市	神奈川区	35.476901	139.629431
141038	神奈川県	横浜市	西区	35.453623	139.616960
141046	神奈川県	横浜市	中区	35.444699	139.642178
141054	神奈川県	横浜市	南区	35.431462	139.608837
141062	神奈川県	横浜市	保土ケ谷区	35.459953	139.595979
141071	神奈川県	横浜市	磯子区	35.402439	139.618433
141089	神奈川県	横浜市	金沢区	35.337250	139.624408
141097	神奈川県	横浜市	港北区	35.519083	139.633024
141101	神奈川県	横浜市	戸塚区	35.400001	139.533507
141119	神奈川県	横浜市	港南区	35.400780	139.591167
141127	神奈川県	横浜市	旭区	35.474836	139.544720
141135	神奈川県	横浜市	緑区	35.512396	139.538006
141143	神奈川県	横浜市	瀬谷区	35.466026	139.498860
141151	神奈川県	横浜市	栄区	35.364348	139.554076
141160	神奈川県	横浜市	泉区	35.417938	139.488722
141178	神奈川県	横浜市	青葉区	35.552824	139.537019
141186	神奈川県	横浜市	都筑区	35.544851	139.570530
141313	神奈川県	川崎市	川崎区	35.529667	139.703848
141321	神奈川県	川崎市	幸区	35.544293	139.686772
141330	神奈川県	川崎市	中原区	35.576371	139.655709
141348	神奈川県	川崎市	高津区	35.599462	139.607938
141356	神奈川県	川崎市	多摩区	35.619489	139.562127
141364	神奈川県	川崎市	宮前区	35.589192	139.578469
141372	神奈川県	川崎市	麻生区	35.603730	139.505747
141518	神奈川県	相模原市	緑区	35.595650	139.337710
141526	神奈川県	相模原市	中央区	35.571384	139.373246
141534	神奈川県	相模原市	南区	35.530297	139.430195
142018	神奈川県	横須賀市		35.281341	139.672201
142034	神奈川県	平塚市		35.335110	139.349476
142042	神奈川県	鎌倉市		35.319225	139.546687
142051	神奈川県	藤沢市		35.339170	139.490036
142069	神奈川県	小田原市		35.264564	139.152154
142077	神奈川県	茅ヶ崎市		35.333860	139.404716
142085	神奈川県	逗子市		35.295606	139.580423
142107	神奈川県	三浦市		35.144171	139.620770
142115	神奈川県	秦野市		35.374736	139.219943
142123	神奈川県	厚木市		35.443082	139.362489
142131	神奈川県	大和市		35.487512	139.457950
142140	神奈川県	伊勢原市		35.402969	139.314973
142158	神奈川県	海老名市		35.446446	139.390803
142166	神奈川県	座間市		35.488587	139.407673
142174	神奈川県	南足柄市		35.320715	139.099600
142182	神奈川県	綾瀬市		35.437175	139.426148
143014	神奈川県	三浦郡	葉山町	35.272089	139.586200
143219	神奈川県	高座郡	寒川町	35.372956	139.383861
143413	神奈川県	中郡	大磯町	35.306850	139.311314
143421	神奈川県	中郡	二宮町	35.299491	139.255402
143618	神奈川県	足柄上郡	中井町	35.330717	139.218774
143626	神奈川県	足柄上郡	大井町	35.326674	139.156577
143634	神奈川県	足柄上郡	松田町	35.348159	139.139375
143642	神奈川県	足柄上郡	山北町	35.360605	139.083831
143669	神奈川県	足柄上郡	開成町	35.336427	139.123183
143821	神奈川県	足柄下郡	箱根町	35.232355	139.106937
143839	神奈川県	足柄下郡	真鶴町	35.158468	139.137119
143847	神奈川県	足柄下郡	湯河原町	35.147964	139.108317
144011	神奈川県	愛甲郡	愛川町	35.528796	139.321717
144029	神奈川県	愛甲郡	清川村	35.482383	139.276382
151017	新潟県	新潟市	北区	37.916243	139.218588
151025	新潟県	新潟市	東区	37.924871	139.092591
151033	新潟県	新潟市	中央区	37.916367	139.036326
151041	新潟県	新潟市	江南区	37.867646	139.093983
151050	新潟県	新潟市	秋葉区	37.788506	139.114631
151068	新潟県	新潟市	南区	37.765785	139.019127
151076	新潟県	新潟市	西区	37.874223	138.971940
151084	新潟県	新潟市	西蒲区	37.760464	138.889284
152021	新潟県	長岡市		37.446265	138.851277
152048	新潟県	三条市		37.636768	138.961689
152056	新潟県	柏崎市		37.371900	138.558984
152064	新潟県	新発田市		37.950886	139.327892
152081	新潟県	小千谷市		37.314339	138.795100
152099	新潟県	加茂市		37.666275	139.040198
152102	新潟県	十日町市		37.127582	138.755708
152111	新潟県	見附市		37.531604	138.912825
152129	新潟県	村上市		38.223979	139.480021
152137	新潟県	燕市		37.673152	138.882230
152161	新潟県	糸魚川市		37.039028	137.862652
152170	新潟県	妙高市		37.025196	138.253473
152188	新潟県	五泉市		37.744536	139.182568
152226	新潟県	上越市		37.147848	138.236080
152234	新潟県	阿賀野市		37.834501	139.225983
152242	新潟県	佐渡市		38.018353	138.368082
152251	新潟県	魚沼市		37.244124	138.924361
152269	新潟県	南魚沼市		37.161428	138.925448
152277	新潟県	胎内市		38.059711	139.410342
153079	新潟県	北蒲原郡	聖籠町	37.974597	139.274336
153427	新潟県	西蒲原郡	弥彦村	37.691066	138.855249
153613	新潟県	南蒲原郡	田上町	37.698826	139.057982
153851	新潟県	東蒲原郡	阿賀町	37.675485	139.458780
154059	新潟県	三島郡	出雲崎町	37.530707	138.709303
154610	新潟県	南魚沼郡	湯沢町	36.934025	138.817440
154822	新潟県	中魚沼郡	津南町	37.014274	138.652622
155047	新潟県	刈羽郡	刈羽村	37.422359	138.622442
155811	新潟県	岩船郡	関川村	38.089376	139.564918
155861	新潟県	岩船郡	粟島浦村	38.468267	139.254439
162019	富山県	富山市		36.695952	137.213677
162027	富山県	高岡市		36.754096	137.025728
162043	富山県	魚津市		36.827367	137.409215
162051	富山県	氷見市		36.855981	136.972849
162060	富山県	滑川市		36.764378	137.341191
162078	富山県	黒部市		36.871508	137.448030
162086	富山県	砺波市		36.647534	136.962009
162094	富山県	小矢部市		36.675575	136.868622
162108	富山県	南砺市		36.557513	136.875336
162116	富山県	射水市		36.782455	137.079614
163210	富山県	中新川郡	舟橋村	36.703531	137.307377
163228	富山県	中新川郡	上市町	36.698414	137.362380
163236	富山県	中新川郡	立山町	36.663522	137.313697
163422	富山県	下新川郡	入善町	36.933511	137.502045
163431	富山県	下新川郡	朝日町	36.946190	137.559943
172014	石川県	金沢市		36.561325	136.656205
172022	石川県	七尾市		37.043102	136.967518
172031	石川県	小松市		36.408351	136.445571
172049	石川県	輪島市		37.390590	136.899196
172057	石川県	珠洲市		37.436347	137.260436
172065	石川県	加賀市		36.302624	136.314627
172073	石川県	羽咋市		36.893599	136.778996
172090	石川県	かほく市		36.719826	136.706727
172103	石川県	白山市		36.514427	136.565892
172111	石川県	能美市		36.446941	136.554242
172120	石川県	野々市市		36.519704	136.609971
173240	石川県	能美郡	川北町	36.468630	136.542304
173614	石川県	河北郡	津幡町	36.668693	136.728442
173657	石川県	河北郡	内灘町	36.653494	136.645086
173843	石川県	羽咋郡	志賀町	37.006312	136.778010
173860	石川県	羽咋郡	宝達志水町	36.862773	136.797529
174076	石川県	鹿島郡	中能登町	36.988884	136.901832
174611	石川県	鳳珠郡	穴水町	37.230995	136.912475
174637	石川県	鳳珠郡	能登町	37.353216	137.244521
182010	福井県	福井市		36.064067	136.219494
182028	福井県	敦賀市		35.645244	136.055441
182044	福井県	小浜市		35.495593	135.746644
182052	福井県	大野市		35.979814	136.487564
182061	福井県	勝山市		36.060945	136.500584
182079	福井県	鯖江市		35.956553	136.184474
182087	福井県	あわら市		36.211353	136.229025
182095	福井県	越前市		35.903499	136.168780
182109	福井県	坂井市		36.166925	136.231457
183229	福井県	吉田郡	永平寺町	36.092256	136.298706
183822	福井県	今立郡	池田町	35.890472	136.343907
184047	福井県	南条郡	南越前町	35.835164	136.194465
184233	福井県	丹生郡	越前町	35.974208	136.129743
184420	福井県	三方郡	美浜町	35.600530	135.940543
184811	福井県	大飯郡	高浜町	35.490428	135.550990
184837	福井県	大飯郡	おおい町	35.481166	135.617828
185019	福井県	三方上中郡	若狭町	35.461888	135.857211
192015	山梨県	甲府市		35.662280	138.568202
192023	山梨県	富士吉田市		35.487497	138.807854
192040	山梨県	都留市		35.551680	138.905473
192058	山梨県	山梨市		35.693394	138.686914
192066	山梨県	大月市		35.610485	138.940028
192074	山梨県	韮崎市		35.708897	138.446127
192082	山梨県	南アルプス市		35.608328	138.464966
192091	山梨県	北杜市		35.776530	138.423781
192104	山梨県	甲斐市		35.686259	138.487257
192112	山梨県	笛吹市		35.647360	138.639786
192121	山梨県	上野原市		35.630259	139.108599
192139	山梨県	甲州市		35.704316	138.729404
192147	山梨県	中央市		35.599629	138.517272
193461	山梨県	西八代郡	市川三郷町	35.565303	138.502369
193640	山梨県	南巨摩郡	早川町	35.412917	138.362759
193658	山梨県	南巨摩郡	身延町	35.467494	138.442460
193666	山梨県	南巨摩郡	南部町	35.242352	138.486109
193682	山梨県	南巨摩郡	富士川町	35.561156	138.461384
193844	山梨県	中巨摩郡	昭和町	35.627926	138.535142
194221	山梨県	南都留郡	道志村	35.527956	139.033379
194239	山梨県	南都留郡	西桂町	35.524069	138.846891
194247	山梨県	南都留郡	忍野村	35.460098	138.847861
194255	山梨県	南都留郡	山中湖村	35.410645	138.860917
194298	山梨県	南都留郡	鳴沢村	35.481392	138.706362
194301	山梨県	南都留郡	富士河口湖町	35.497314	138.755084
194425	山梨県	北都留郡	小菅村	35.760124	138.940161
194433	山梨県	北都留郡	丹波山村	35.789712	138.922231
202011	長野県	長野市		36.648550	138.194243
202029	長野県	松本市		36.238038	137.972034
202037	長野県	上田市		36.401912	138.248889
202045	長野県	岡谷市		36.067012	138.049326
202053	長野県	飯田市		35.514978	137.821447
202061	長野県	諏訪市		36.039142	138.114182
202070	長野県	須坂市		36.651097	138.307192
202088	長野県	小諸市		36.327419	138.425880
202096	長野県	伊那市		35.827481	137.954080
202100	長野県	駒ヶ根市		35.728814	137.933782
202118	長野県	中野市		36.742044	138.369450
202126	長野県	大町市		36.503018	137.851094
202134	長野県	飯山市		36.851745	138.365495
202142	長野県	茅野市		35.995571	138.158893
202151	長野県	塩尻市		36.114972	137.953449
202177	長野県	佐久市		36.248868	138.476831
202185	長野県	千曲市		36.533897	138.120108
202193	長野県	東御市		36.359477	138.330247
202207	長野県	安曇野市		36.303951	137.905801
203033	長野県	南佐久郡	小海町	36.095097	138.483472
203041	長野県	南佐久郡	川上村	35.975487	138.578605
203050	長野県	南佐久郡	南牧村	36.020856	138.492091
203068	長野県	南佐久郡	南相木村	36.035985	138.546990
203076	長野県	南佐久郡	北相木村	36.059169	138.550883
203092	長野県	南佐久郡	佐久穂町	36.161106	138.483544
203211	長野県	北佐久郡	軽井沢町	36.348290	138.596955
203238	長野県	北佐久郡	御代田町	36.321183	138.508784
203246	長野県	北佐久郡	立科町	36.272070	138.315972
203491	長野県	小県郡	青木村	36.370346	138.128840
203505	長野県	小県郡	長和町	36.255854	138.267866
203611	長野県	諏訪郡	下諏訪町	36.069559	138.080170
203629	長野県	諏訪郡	富士見町	35.914621	138.240699
203637	長野県	諏訪郡	原村	35.964456	138.217720
203823	長野県	上伊那郡	辰野町	35.982513	137.987484
203831	長野県	上伊那郡	箕輪町	35.915134	137.981944
203840	長野県	上伊那郡	飯島町	35.676737	137.919680
203858	長野県	上伊那郡	南箕輪村	35.872900	137.975024
203866	長野県	上伊那郡	中川村	35.634537	137.946058
203882	長野県	上伊那郡	宮田村	35.768904	137.944307
204021	長野県	下伊那郡	松川町	35.597292	137.909567
204030	長野県	下伊那郡	高森町	35.551497	137.878437
204048	長野県	下伊那郡	阿南町	35.323640	137.816055
204072	長野県	下伊那郡	阿智村	35.443769	137.747505
204099	長野県	下伊那郡	平谷村	35.323236	137.630030
204102	長野県	下伊那郡	根羽村	35.253077	137.581260
204111	長野県	下伊那郡	下條村	35.397414	137.786051
204129	長野県	下伊那郡	売木村	35.271046	137.711313
204137	長野県	下伊那郡	天龍村	35.276227	137.854140
204145	長野県	下伊那郡	泰阜村	35.377523	137.846015
204153	長野県	下伊那郡	喬木村	35.513682	137.873700
204161	長野県	下伊那郡	豊丘村	35.551439	137.895975
204170	長野県	下伊那郡	大鹿村	35.578222	138.034017
204226	長野県	木曽郡	上松町	35.784076	137.694069
204234	長野県	木曽郡	南木曽町	35.603756	137.609016
204251	長野県	木曽郡	木祖村	35.936437	137.783301
204293	長野県	木曽郡	王滝村	35.809395	137.550969
204307	長野県	木曽郡	大桑村	35.682911	137.664918
204323	長野県	木曽郡	木曽町	35.842431	137.691508
204463	長野県	東筑摩郡	麻績村	36.456089	138.045289
204480	長野県	東筑摩郡	生坂村	36.425248	137.927383
204501	長野県	東筑摩郡	山形村	36.168028	137.879155
204510	長野県	東筑摩郡	朝日村	36.123550	137.866133
204528	長野県	東筑摩郡	筑北村	36.402553	138.011938
204811	長野県	北安曇郡	池田町	36.421366	137.874502
204820	長野県	北安曇郡	松川村	36.424076	137.854498
204854	長野県	北安曇郡	白馬村	36.698180	137.861850
204862	長野県	北安曇郡	小谷村	36.779067	137.908405
205214	長野県	埴科郡	坂城町	36.461820	138.180106
205419	長野県	上高井郡	小布施町	36.697492	138.312037
205435	長野県	上高井郡	高山村	36.679768	138.363255
205613	長野県	下高井郡	山ノ内町	36.744634	138.412596
205621	長野県	下高井郡	木島平村	36.858406	138.406829
205630	長野県	下高井郡	野沢温泉村	36.922902	138.440641
205834	長野県	上水内郡	信濃町	36.806404	138.207113
205885	長野県	上水内郡	小川村	36.617271	137.974724
205907	長野県	上水内郡	飯綱町	36.763185	138.254809
206024	長野県	下水内郡	栄村	36.987514	138.577069
212016	岐阜県	岐阜市		35.423298	136.760654
212024	岐阜県	大垣市		35.359384	136.612750
212032	岐阜県	高山市		36.146124	137.252173
212041	岐阜県	多治見市		35.332800	137.132077
212059	岐阜県	関市		35.495738	136.917842
212067	岐阜県	中津川市		35.487548	137.500509
212075	岐阜県	美濃市		35.544770	136.907540
212083	岐阜県	瑞浪市		35.361712	137.254587
212091	岐阜県	羽島市		35.319910	136.703349
212105	岐阜県	恵那市		35.449314	137.412808
212113	岐阜県	美濃加茂市		35.440242	137.015664
212121	岐阜県	土岐市		35.352500	137.183202
212130	岐阜県	各務原市		35.398869	136.848264
212148	岐阜県	可児市		35.426121	137.061011
212156	岐阜県	山県市		35.506109	136.781372
212164	岐阜県	瑞穂市		35.404094	136.649774
212172	岐阜県	飛騨市		36.238124	137.186317
212181	岐阜県	本巣市		35.483047	136.678766
212199	岐阜県	郡上市		35.748577	136.964354
212202	岐阜県	下呂市		35.805882	137.244100
212211	岐阜県	海津市		35.220492	136.636662
213021	岐阜県	羽島郡	岐南町	35.389722	136.783317
213039	岐阜県	羽島郡	笠松町	35.367200	136.763167
213411	岐阜県	養老郡	養老町	35.308333	136.561555
213616	岐阜県	不破郡	垂井町	35.370254	136.527102
213624	岐阜県	不破郡	関ケ原町	35.365517	136.466982
213811	岐阜県	安八郡	神戸町	35.417368	136.608459
213829	岐阜県	安八郡	輪之内町	35.285108	136.637435
213837	岐阜県	安八郡	安八町	35.335391	136.665409
214019	岐阜県	揖斐郡	揖斐川町	35.487309	136.568653
214035	岐阜県	揖斐郡	大野町	35.470614	136.627552
214043	岐阜県	揖斐郡	池田町	35.442259	136.572926
214213	岐阜県	本巣郡	北方町	35.436948	136.685967
215015	岐阜県	加茂郡	坂祝町	35.426662	136.985459
215023	岐阜県	加茂郡	富加町	35.484883	136.979824
215031	岐阜県	加茂郡	川辺町	35.486579	137.070608
215040	岐阜県	加茂郡	七宗町	35.543724	137.119833
215058	岐阜県	加茂郡	八百津町	35.475952	137.141502
215066	岐阜県	加茂郡	白川町	35.581859	137.187824
215074	岐阜県	加茂郡	東白川村	35.642561	137.323751
215210	岐阜県	可児郡	御嵩町	35.434245	137.130790
216046	岐阜県	大野郡	白川村	36.270806	136.898478
221015	静岡県	静岡市	葵区	34.975140	138.383243
221023	静岡県	静岡市	駿河区	34.960745	138.404039
221031	静岡県	静岡市	清水区	35.015888	138.489528
221317	静岡県	浜松市	中区	34.710896	137.725940
221325	静岡県	浜松市	東区	34.741325	137.791772
221333	静岡県	浜松市	西区	34.692710	137.645317
221341	静岡県	浜松市	南区	34.667333	137.752300
221350	静岡県	浜松市	北区	34.806193	137.651023
221368	静岡県	浜松市	浜北区	34.793372	137.789925
221376	静岡県	浜松市	天竜区	34.872649	137.816265
222038	静岡県	沼津市		35.095584	138.863493
222054	静岡県	熱海市		35.096276	139.071705
222062	静岡県	三島市		35.118402	138.918513
222071	静岡県	富士宮市		35.222054	138.621643
222089	静岡県	伊東市		34.965671	139.101936
222097	静岡県	島田市		34.836364	138.175997
222101	静岡県	富士市		35.161399	138.676273
222119	静岡県	磐田市		34.717904	137.851513
222127	静岡県	焼津市		34.866920	138.323189
222135	静岡県	掛川市		34.768767	137.998168
222143	静岡県	藤枝市		34.867367	138.257458
222151	静岡県	御殿場市		35.308584	138.934506
222160	静岡県	袋井市		34.750174	137.924679
222194	静岡県	下田市		34.679533	138.945316
222208	静岡県	裾野市		35.173883	138.906729
222216	静岡県	湖西市		34.718466	137.531626
222224	静岡県	伊豆市		34.976586	138.946704
222232	静岡県	御前崎市		34.637987	138.128127
222241	静岡県	菊川市		34.757746	138.084582
222259	静岡県	伊豆の国市		35.027735	138.928921
222267	静岡県	牧之原市		34.740043	138.224652
223018	静岡県	賀茂郡	東伊豆町	34.772835	139.041311
223026	静岡県	賀茂郡	河津町	34.757033	138.987538
223042	静岡県	賀茂郡	南伊豆町	34.651092	138.858527
223051	静岡県	賀茂郡	松崎町	34.752769	138.778726
223069	静岡県	賀茂郡	西伊豆町	34.771676	138.775356
223255	静岡県	田方郡	函南町	35.088973	138.953366
223417	静岡県	駿東郡	清水町	35.099015	138.902717
223425	静岡県	駿東郡	長泉町	35.137670	138.897178
223441	静岡県	駿東郡	小山町	35.360107	138.987298
224243	静岡県	榛原郡	吉田町	34.770870	138.251993
224294	静岡県	榛原郡	川根本町	35.046833	138.081695
224618	静岡県	周智郡	森町	34.835627	137.927019
231011	愛知県	名古屋市	千種区	35.166486	136.946434
231029	愛知県	名古屋市	東区	35.179325	136.925993
231037	愛知県	名古屋市	北区	35.194206	136.911519
231045	愛知県	名古屋市	西区	35.189117	136.890033
231053	愛知県	名古屋市	中村区	35.168747	136.873015
231061	愛知県	名古屋市	中区	35.168707	136.910251
231070	愛知県	名古屋市	昭和区	35.150199	136.934124
231088	愛知県	名古屋市	瑞穂区	35.131441	136.934961
231096	愛知県	名古屋市	熱田区	35.128545	136.910280
231100	愛知県	名古屋市	中川区	35.141539	136.854793
231118	愛知県	名古屋市	港区	35.107772	136.885567
231126	愛知県	名古屋市	南区	35.095169	136.931242
