コード	都道府県	市区町村	緯度	経度
394122	高知県	高岡郡	四万十町	33.211653	133.137027
394246	高知県	幡多郡	大月町	32.841482	132.707026
394271	高知県	幡多郡	三原村	32.906013	132.847242
394289	高知県	幡多郡	黒潮町	33.024930	133.010920
401013	福岡県	北九州市	門司区	33.941138	130.959663
401030	福岡県	北九州市	若松区	33.905476	130.811143
401056	福岡県	北九州市	戸畑区	33.893508	130.829814
401064	福岡県	北九州市	小倉北区	33.880882	130.873419
401072	福岡県	北九州市	小倉南区	33.846525	130.884811
401081	福岡県	北九州市	八幡東区	33.863444	130.811863
401099	福岡県	北九州市	八幡西区	33.866465	130.764923
401315	福岡県	福岡市	東区	33.617746	130.417391
401323	福岡県	福岡市	博多区	33.591358	130.414878
401331	福岡県	福岡市	中央区	33.589216	130.392813
401340	福岡県	福岡市	南区	33.561569	130.426428
401358	福岡県	福岡市	西区	33.582939	130.323119
401366	福岡県	福岡市	城南区	33.575686	130.369976
401374	福岡県	福岡市	早良区	33.581941	130.348436
402028	福岡県	大牟田市		33.030262	130.445985
402036	福岡県	久留米市		33.319287	130.508374
402044	福岡県	直方市		33.744184	130.729633
402052	福岡県	飯塚市		33.645908	130.691511
402061	福岡県	田川市		33.638982	130.806298
402079	福岡県	柳川市		33.163089	130.405753
402109	福岡県	八女市		33.211967	130.557908
402117	福岡県	筑後市		33.212447	130.502093
402125	福岡県	大川市		33.206594	130.383958
402133	福岡県	行橋市		33.728773	130.982967
402141	福岡県	豊前市		33.611511	131.130051
402150	福岡県	中間市		33.816650	130.709077
402168	福岡県	小郡市		33.396416	130.555438
402176	福岡県	筑紫野市		33.496342	130.515657
402184	福岡県	春日市		33.532571	130.470281
402192	福岡県	大野城市		33.536307	130.478641
402206	福岡県	宗像市		33.805431	130.540718
402214	福岡県	太宰府市		33.512799	130.523906
402231	福岡県	古賀市		33.728787	130.469987
402249	福岡県	福津市		33.786866	130.469886
402257	福岡県	うきは市		33.347297	130.754934
402265	福岡県	宮若市		33.723568	130.666694
402273	福岡県	嘉麻市		33.560662	130.766817
402281	福岡県	朝倉市		33.423413	130.665573
402290	福岡県	みやま市		33.152425	130.474720
402303	福岡県	糸島市		33.557320	130.195555
403059	福岡県	筑紫郡	那珂川町	33.499600	130.422174
403415	福岡県	糟屋郡	宇美町	33.567779	130.511112
403423	福岡県	糟屋郡	篠栗町	33.623948	130.526256
403431	福岡県	糟屋郡	志免町	33.591473	130.479743
403440	福岡県	糟屋郡	須恵町	33.587268	130.507254
403458	福岡県	糟屋郡	新宮町	33.715295	130.446566
403482	福岡県	糟屋郡	久山町	33.646809	130.499834
403491	福岡県	糟屋郡	粕屋町	33.610743	130.480523
403814	福岡県	遠賀郡	芦屋町	33.893801	130.663896
403822	福岡県	遠賀郡	水巻町	33.854748	130.694847
403831	福岡県	遠賀郡	岡垣町	33.853599	130.611104
403849	福岡県	遠賀郡	遠賀町	33.848151	130.668438
404012	福岡県	鞍手郡	小竹町	33.692500	130.712771
404021	福岡県	鞍手郡	鞍手町	33.792218	130.673975
404217	福岡県	嘉穂郡	桂川町	33.578933	130.677904
404471	福岡県	朝倉郡	筑前町	33.456977	130.595300
404489	福岡県	東峰村		33.464292	130.825892
405035	福岡県	三井郡	大刀洗町	33.372372	130.622480
405221	福岡県	三潴郡	大木町	33.210469	130.439733
405442	福岡県	八女郡	広川町	33.241553	130.551505
406015	福岡県	田川郡	香春町	33.667933	130.847335
406023	福岡県	田川郡	添田町	33.571855	130.853955
406040	福岡県	田川郡	糸田町	33.652789	130.779091
406058	福岡県	田川郡	川崎町	33.599940	130.814937
406082	福岡県	田川郡	大任町	33.612478	130.853714
406091	福岡県	田川郡	赤村	33.616592	130.871035
406104	福岡県	田川郡	福智町	33.683261	130.780121
406210	福岡県	京都郡	苅田町	33.775921	130.980510
406252	福岡県	京都郡	みやこ町	33.699262	130.920401
406422	福岡県	築上郡	吉富町	33.602643	131.175948
406465	福岡県	築上郡	上毛町	33.578408	131.164113
406473	福岡県	築上郡	築上町	33.656112	131.056063
412015	佐賀県	佐賀市		33.263482	130.300858
412023	佐賀県	唐津市		33.450174	129.968134
412031	佐賀県	鳥栖市		33.377755	130.506258
412040	佐賀県	多久市		33.288510	130.110061
412058	佐賀県	伊万里市		33.264586	129.880269
412066	佐賀県	武雄市		33.193749	130.019151
412074	佐賀県	鹿島市		33.103724	130.098769
412082	佐賀県	小城市		33.273665	130.216864
412091	佐賀県	嬉野市		33.128084	130.060114
412104	佐賀県	神埼市		33.310763	130.373060
413275	佐賀県	神埼郡	吉野ヶ里町	33.351679	130.398357
413411	佐賀県	三養基郡	基山町	33.426852	130.522813
413453	佐賀県	三養基郡	上峰町	33.319626	130.426134
413461	佐賀県	三養基郡	みやき町	33.324982	130.454698
413879	佐賀県	東松浦郡	玄海町	33.472183	129.874698
414018	佐賀県	西松浦郡	有田町	33.210563	129.849217
414239	佐賀県	杵島郡	大町町	33.213754	130.116084
414247	佐賀県	杵島郡	江北町	33.220592	130.157528
414255	佐賀県	杵島郡	白石町	33.181035	130.143496
414417	佐賀県	藤津郡	太良町	33.019407	130.178974
422011	長崎県	長崎市		32.750286	129.877667
422029	長崎県	佐世保市		33.179915	129.715110
422037	長崎県	島原市		32.788103	130.370286
422045	長崎県	諫早市		32.843438	130.053095
422053	長崎県	大村市		32.900090	129.958142
422070	長崎県	平戸市		33.368062	129.553671
422088	長崎県	松浦市		33.341021	129.709045
422096	長崎県	対馬市		34.202662	129.287490
422100	長崎県	壱岐市		33.749950	129.691352
422118	長崎県	五島市		32.695524	128.840829
422126	長崎県	西海市		32.933067	129.642977
422134	長崎県	雲仙市		32.835197	130.187500
422142	長崎県	南島原市		32.659777	130.297864
423076	長崎県	西彼杵郡	長与町	32.825189	129.875045
423084	長崎県	西彼杵郡	時津町	32.828888	129.848536
423211	長崎県	東彼杵郡	東彼杵町	33.037026	129.917149
423220	長崎県	東彼杵郡	川棚町	33.072776	129.861190
423238	長崎県	東彼杵郡	波佐見町	33.137890	129.895546
423831	長崎県	北松浦郡	小値賀町	33.191081	129.058749
423912	長崎県	北松浦郡	佐々町	33.238342	129.650345
424111	長崎県	南松浦郡	新上五島町	32.984645	129.073391
431010	熊本県	熊本市	中央区	32.803225	130.708191
431028	熊本県	熊本市	東区	32.780522	130.768069
431036	熊本県	熊本市	西区	32.776358	130.647542
431044	熊本県	熊本市	南区	32.715333	130.678877
431052	熊本県	熊本市	北区	32.903544	130.694411
432024	熊本県	八代市		32.507437	130.601743
432032	熊本県	人吉市		32.210041	130.762554
432041	熊本県	荒尾市		32.986836	130.432959
432059	熊本県	水俣市		32.211880	130.408723
432067	熊本県	玉名市		32.935220	130.562840
432083	熊本県	山鹿市		33.017578	130.691365
432105	熊本県	菊池市		32.979483	130.813333
432113	熊本県	宇土市		32.687385	130.658521
432121	熊本県	上天草市		32.587419	130.430527
432130	熊本県	宇城市		32.647847	130.684365
432148	熊本県	阿蘇市		32.951954	131.120955
432156	熊本県	天草市		32.458635	130.192982
432164	熊本県	合志市		32.885988	130.789707
433489	熊本県	下益城郡	美里町	32.639589	130.789026
433641	熊本県	玉名郡	玉東町	32.918900	130.628543
433675	熊本県	玉名郡	南関町	33.061610	130.541162
433683	熊本県	玉名郡	長洲町	32.929678	130.452808
433691	熊本県	玉名郡	和水町	32.978106	130.605835
434035	熊本県	菊池郡	大津町	32.878990	130.868223
434043	熊本県	菊池郡	菊陽町	32.862515	130.828623
434230	熊本県	阿蘇郡	南小国町	33.098660	131.070370
434248	熊本県	阿蘇郡	小国町	33.121568	131.068144
434256	熊本県	阿蘇郡	産山村	32.995760	131.216781
434281	熊本県	阿蘇郡	高森町	32.827279	131.122011
434329	熊本県	阿蘇郡	西原村	32.834825	130.903010
434337	熊本県	阿蘇郡	南阿蘇村	32.821982	131.031438
434418	熊本県	上益城郡	御船町	32.714616	130.801894
434426	熊本県	上益城郡	嘉島町	32.740076	130.757259
434434	熊本県	上益城郡	益城町	32.791430	130.816382
434442	熊本県	上益城郡	甲佐町	32.651599	130.811465
434477	熊本県	上益城郡	山都町	32.685453	130.990455
434680	熊本県	八代郡	氷川町	32.582500	130.673786
434825	熊本県	葦北郡	芦北町	32.298941	130.492978
434841	熊本県	葦北郡	津奈木町	32.233842	130.439583
435015	熊本県	球磨郡	錦町	32.201197	130.841115
435058	熊本県	球磨郡	多良木町	32.263997	130.935784
435066	熊本県	球磨郡	湯前町	32.276284	130.980902
435074	熊本県	球磨郡	水上村	32.314342	131.009546
435104	熊本県	球磨郡	相良村	32.235269	130.798095
435112	熊本県	球磨郡	五木村	32.397277	130.827816
435121	熊本県	球磨郡	山江村	32.246806	130.766675
435139	熊本県	球磨郡	球磨村	32.252431	130.651163
435147	熊本県	球磨郡	あさぎり町	32.240316	130.897793
435317	熊本県	天草郡	苓北町	32.513193	130.054804
442011	大分県	大分市		33.239558	131.609272
442020	大分県	別府市		33.284620	131.491214
442038	大分県	中津市		33.598221	131.188325
442046	大分県	日田市		33.321333	130.940966
442054	大分県	佐伯市		32.959806	131.900058
442062	大分県	臼杵市		33.126012	131.805124
442071	大分県	津久見市		33.072183	131.861277
442089	大分県	竹田市		32.973720	131.398002
442097	大分県	豊後高田市		33.557229	131.444624
442101	大分県	杵築市		33.417026	131.616089
442119	大分県	宇佐市		33.531972	131.349545
442127	大分県	豊後大野市		32.977536	131.584133
442135	大分県	由布市		33.180013	131.426856
442143	大分県	国東市		33.565313	131.731674
443221	大分県	東国東郡	姫島村	33.724537	131.645139
443417	大分県	速見郡	日出町	33.369443	131.532387
444618	大分県	玖珠郡	九重町	33.228519	131.188794
444626	大分県	玖珠郡	玖珠町	33.283132	131.151550
452017	宮崎県	宮崎市		31.907674	131.420241
452025	宮崎県	都城市		31.719590	131.061621
452033	宮崎県	延岡市		32.582272	131.665009
452041	宮崎県	日南市		31.601932	131.378728
452050	宮崎県	小林市		31.996731	130.972588
452068	宮崎県	日向市		32.422944	131.623965
452076	宮崎県	串間市		31.464539	131.228303
452084	宮崎県	西都市		32.108554	131.401202
452092	宮崎県	えびの市		32.045344	130.810796
453412	宮崎県	北諸県郡	三股町	31.730686	131.124809
453617	宮崎県	西諸県郡	高原町	31.928463	131.007751
453820	宮崎県	東諸県郡	国富町	31.990644	131.323535
453838	宮崎県	東諸県郡	綾町	31.999133	131.253187
454010	宮崎県	児湯郡	高鍋町	32.127999	131.503355
454028	宮崎県	児湯郡	新富町	32.068868	131.488017
454036	宮崎県	児湯郡	西米良村	32.226232	131.154476
454044	宮崎県	児湯郡	木城町	32.163969	131.473537
454052	宮崎県	児湯郡	川南町	32.192071	131.525868
454061	宮崎県	児湯郡	都農町	32.256293	131.559568
454214	宮崎県	東臼杵郡	門川町	32.469793	131.648589
454290	宮崎県	東臼杵郡	諸塚村	32.512387	131.330405
454303	宮崎県	東臼杵郡	椎葉村	32.467325	131.158118
454311	宮崎県	東臼杵郡	美郷町	32.437404	131.422493
454419	宮崎県	西臼杵郡	高千穂町	32.711690	131.307787
454427	宮崎県	西臼杵郡	日之影町	32.653816	131.388146
454435	宮崎県	西臼杵郡	五ヶ瀬町	32.683020	131.196379
462012	鹿児島県	鹿児島市		31.596554	130.557116
462039	鹿児島県	鹿屋市		31.378292	130.852077
462047	鹿児島県	枕崎市		31.272900	130.296904
462063	鹿児島県	阿久根市		32.014470	130.192773
462080	鹿児島県	出水市		32.090572	130.352753
462101	鹿児島県	指宿市		31.252770	130.633031
462136	鹿児島県	西之表市		30.732412	130.996835
462144	鹿児島県	垂水市		31.492734	130.700914
462152	鹿児島県	薩摩川内市		31.813517	130.304244
462161	鹿児島県	日置市		31.633709	130.402425
462179	鹿児島県	曽於市		31.653621	131.019391
462187	鹿児島県	霧島市		31.740899	130.762997
462195	鹿児島県	いちき串木野市		31.714553	130.271929
462209	鹿児島県	南さつま市		31.416612	130.323408
462217	鹿児島県	志布志市		31.495442	131.045336
462225	鹿児島県	奄美市		28.377248	129.493741
462233	鹿児島県	南九州市		31.378262	130.441645
462241	鹿児島県	伊佐市		32.057225	130.613105
462250	鹿児島県	姶良市		31.728228	130.627816
463035	鹿児島県	鹿児島郡	三島村	30.792170	130.303757
463043	鹿児島県	鹿児島郡	十島村	29.837598	129.868198
463922	鹿児島県	薩摩郡	さつま町	31.905701	130.455660
464040	鹿児島県	出水郡	長島町	32.199375	130.176833
464520	鹿児島県	姶良郡	湧水町	31.951580	130.720924
464686	鹿児島県	曽於郡	大崎町	31.429201	131.005865
464821	鹿児島県	肝属郡	東串良町	31.385517	130.973495
464902	鹿児島県	肝属郡	錦江町	31.243566	130.787595
464911	鹿児島県	肝属郡	南大隅町	31.217263	130.768098
464929	鹿児島県	肝属郡	肝付町	31.344256	130.945079
465011	鹿児島県	熊毛郡	中種子町	30.532822	130.958850
465020	鹿児島県	熊毛郡	南種子町	30.414071	130.900860
465054	鹿児島県	熊毛郡	屋久島町	30.371299	130.666468
465232	鹿児島県	大島郡	大和村	28.358089	129.395263
465241	鹿児島県	大島郡	宇検村	28.280731	129.297092
465259	鹿児島県	大島郡	瀬戸内町	28.146402	129.314902
465275	鹿児島県	大島郡	龍郷町	28.413297	129.589351
465291	鹿児島県	大島郡	喜界町	28.316836	129.940032
465305	鹿児島県	大島郡	徳之島町	27.726592	129.018669
465313	鹿児島県	大島郡	天城町	27.811782	128.897702
465321	鹿児島県	大島郡	伊仙町	27.673547	128.937795
465330	鹿児島県	大島郡	和泊町	27.392287	128.655475
465348	鹿児島県	大島郡	知名町	27.333676	128.573730
465356	鹿児島県	大島郡	与論町	27.048527	128.414832
472018	沖縄県	那覇市		26.212312	127.679157
472051	沖縄県	宜野湾市		26.281575	127.778634
472077	沖縄県	石垣市		24.340661	124.155580
472085	沖縄県	浦添市		26.245816	127.721799
472093	沖縄県	名護市		26.591547	127.977316
472107	沖縄県	糸満市		26.123584	127.665815
472115	沖縄県	沖縄市		26.334427	127.805583
472123	沖縄県	豊見城市		26.161006	127.668944
472131	沖縄県	うるま市		26.427062	127.829081
472140	沖縄県	宮古島市		24.805490	125.281149
472158	沖縄県	南城市		26.144452	127.766967
473014	沖縄県	国頭郡	国頭村	26.745635	128.177907
473022	沖縄県	国頭郡	大宜味村	26.701708	128.120164
473031	沖縄県	国頭郡	東村	26.633309	128.156911
473065	沖縄県	国頭郡	今帰仁村	26.682577	127.972628
473081	沖縄県	国頭郡	本部町	26.657577	127.897831
473111	沖縄県	国頭郡	恩納村	26.497500	127.853557
473138	沖縄県	国頭郡	宜野座村	26.481659	127.975589
473146	沖縄県	国頭郡	金武町	26.456126	127.925936
473154	沖縄県	国頭郡	伊江村	26.713482	127.807070
473243	沖縄県	中頭郡	読谷村	26.396055	127.744277
473251	沖縄県	中頭郡	嘉手納町	26.361662	127.755322
473260	沖縄県	中頭郡	北谷町	26.320119	127.763776
473278	沖縄県	中頭郡	北中城村	26.301110	127.793149
473286	沖縄県	中頭郡	中城村	26.267379	127.791126
473294	沖縄県	中頭郡	西原町	26.222845	127.758811
473481	沖縄県	島尻郡	与那原町	26.199577	127.754768
473502	沖縄県	島尻郡	南風原町	26.191119	127.728551
473537	沖縄県	島尻郡	渡嘉敷村	26.197343	127.364286
473545	沖縄県	島尻郡	座間味村	26.228892	127.303157
473553	沖縄県	島尻郡	粟国村	26.582370	127.227187
473561	沖縄県	島尻郡	渡名喜村	26.372061	127.141021
473570	沖縄県	島尻郡	南大東村	25.828684	131.232015
473588	沖縄県	島尻郡	北大東村	25.945951	131.298994
473596	沖縄県	島尻郡	伊平屋村	27.039054	127.968666
473600	沖縄県	島尻郡	伊是名村	26.928363	127.941209
473618	沖縄県	島尻郡	久米島町	26.349033	126.747248
473626	沖縄県	島尻郡	八重瀬町	26.121745	127.742530
473758	沖縄県	宮古郡	多良間村	24.669397	124.701668
473812	沖縄県	八重山郡	竹富町	24.286667	123.881667
473821	沖縄県	八重山郡	与那国町	24.467969	123.004453
